ItemID,Quality,Ilvl,Req Lvl,Name
14411,2,35,30,Stonecloth Gloves
14412,2,36,31,Stonecloth Epaulets
14413,2,39,34,Stonecloth Robe
14414,2,34,29,Stonecloth Belt
14415,2,37,32,Stonecloth Britches
14416,2,34,29,Stonecloth Bindings
14417,2,44,39,Silksand Tunic
14418,2,39,34,Silksand Boots
14419,2,38,33,Silksand Bracers
14420,2,38,33,Silksand Cape
14421,2,42,37,Silksand Circlet
14422,2,40,35,Silksand Gloves
14423,2,40,35,Silksand Shoulder Pads
14424,2,42,37,Silksand Legwraps
14425,2,44,39,Silksand Wraps
14426,2,39,34,Silksand Girdle
14427,2,49,44,Windchaser Wraps
14428,2,44,39,Windchaser Footpads
14429,2,43,38,Windchaser Cuffs
14430,2,42,37,Windchaser Cloak
14431,2,44,39,Windchaser Handguards
14432,2,45,40,Windchaser Amice
14433,2,46,41,Windchaser Woolies
14434,2,49,44,Windchaser Robes
14435,2,43,38,Windchaser Cinch
14436,2,46,41,Windchaser Coronet
14437,2,54,49,Venomshroud Vest
14438,2,48,43,Venomshroud Boots
14439,2,47,42,Venomshroud Armguards
14440,2,46,41,Venomshroud Cape
14441,2,50,45,Venomshroud Mask
14442,2,49,44,Venomshroud Mitts
14443,2,49,44,Venomshroud Mantle
14444,2,52,47,Venomshroud Leggings
14445,2,54,49,Venomshroud Silk Robes
14446,2,48,43,Venomshroud Belt
14447,2,53,48,Highborne Footpads
14448,2,52,47,Highborne Bracelets
14449,2,57,52,Highborne Crown
14450,2,51,46,Highborne Cloak
14451,2,53,48,Highborne Gloves
14452,2,54,49,Highborne Pauldrons
14453,2,59,54,Highborne Robes
14454,2,53,48,Highborne Cord
14455,2,59,54,Highborne Padded Armor
14456,2,64,59,Elunarian Vest
14457,2,58,53,Elunarian Cuffs
14458,2,60,55,Elunarian Boots
14459,2,57,52,Elunarian Cloak
14460,2,63,58,Elunarian Diadem
14461,2,62,57,Elunarian Handgrips
14462,2,62,57,Elunarian Sarong
14463,2,62,57,Elunarian Spaulders
14464,2,64,59,Elunarian Silk Robes
14465,2,60,55,Elunarian Belt
14466,2,51,0,Pattern: Frostweave Tunic
14467,2,51,0,Pattern: Frostweave Robe
14468,1,52,0,Pattern: Runecloth Bag
14469,1,52,0,Pattern: Runecloth Robe
14470,2,52,0,Pattern: Runecloth Tunic
14471,2,52,0,Pattern: Cindercloth Vest
14472,1,53,0,Pattern: Runecloth Cloak
14473,2,53,0,Pattern: Ghostweave Belt
14474,2,53,0,Pattern: Frostweave Gloves
14476,2,54,0,Pattern: Cindercloth Gloves
14477,2,54,0,Pattern: Ghostweave Gloves
14478,2,54,0,Pattern: Brightcloth Robe
14479,2,54,0,Pattern: Brightcloth Gloves
14480,2,55,0,Pattern: Ghostweave Vest
14481,1,55,0,Pattern: Runecloth Gloves
14482,2,55,0,Pattern: Cindercloth Cloak
14483,1,55,0,Pattern: Felcloth Pants
14484,2,55,0,Pattern: Brightcloth Cloak
14485,2,55,0,Pattern: Wizardweave Leggings
14486,3,55,0,Pattern: Cloak of Fire
14487,3,45,40,Bonechill Hammer
14488,1,56,0,Pattern: Runecloth Boots
14489,2,56,0,Pattern: Frostweave Pants
14490,2,56,0,Pattern: Cindercloth Pants
14491,2,57,0,Pattern: Runecloth Pants
14492,2,57,0,Pattern: Felcloth Boots
14493,3,57,0,Pattern: Robe of Winter Night
14494,2,58,0,Pattern: Brightcloth Pants
14495,2,58,0,Pattern: Ghostweave Pants
14496,2,58,0,Pattern: Felcloth Hood
14497,3,58,0,Pattern: Mooncloth Leggings
14498,2,59,0,Pattern: Runecloth Headband
14499,2,60,0,Pattern: Mooncloth Bag
14500,2,60,0,Pattern: Wizardweave Robe
14501,3,60,0,Pattern: Mooncloth Vest
14502,3,45,40,Frostbite Girdle
14503,3,45,40,Death's Clutch
14504,2,61,0,Pattern: Runecloth Shoulders
14505,2,61,0,Pattern: Wizardweave Turban
14506,2,61,0,Pattern: Felcloth Robe
14507,3,61,0,Pattern: Mooncloth Shoulders
14508,2,62,0,Pattern: Felcloth Shoulders
14509,3,62,0,Pattern: Mooncloth Circlet
14510,3,62,0,Pattern: Bottomless Bag
14511,4,62,0,Pattern: Gloves of Spell Mastery
14512,4,62,0,Pattern: Truefaith Vestments
14513,4,62,0,Pattern: Robe of the Archmage
14514,4,62,0,Pattern: Robe of the Void
14522,3,45,40,Maelstrom Leggings
14523,1,1,0,Demon Pick
14525,3,45,40,Boneclenched Gauntlets
14526,1,55,0,Pattern: Mooncloth
14528,3,45,40,Rattlecage Buckler
14529,1,52,0,Runecloth Bandage
14530,1,58,0,Heavy Runecloth Bandage
14531,3,45,40,Frightskull Shaft
14536,3,45,40,Bonebrace Hauberk
14537,3,45,40,Corpselight Greaves
14538,3,45,40,Deadwalker Mantle
14539,3,45,40,Bone Ring Helm
14540,1,1,0,Taragaman the Hungerer's Heart
14541,3,45,40,Barovian Family Sword
14542,1,1,0,Kravel's Crate
14543,3,45,40,Darkshade Gloves
14544,1,1,0,Lieutenant's Insignia
14545,3,45,40,Ghostloom Leggings
14546,1,1,0,Roon's Kodo Horn
14547,1,1,0,Hand of Iruxos
14548,3,45,40,Royal Cap Spaulders
14549,4,45,40,Boots of Avoidance
14550,4,49,44,Bladebane Armguards
14551,4,49,44,Edgemaster's Handguards
14552,4,55,50,Stockade Pauldrons
14553,4,61,56,Sash of Mercy
14554,4,62,57,Cloudkeeper Legplates
14555,4,63,58,Alcor's Sunrazor
14557,4,63,58,The Lion Horn of Stormwind
14558,4,64,59,Lady Maye's Pendant
14559,2,18,13,Prospector's Sash
14560,2,19,14,Prospector's Boots
14561,2,17,12,Prospector's Cuffs
14562,2,23,18,Prospector's Chestpiece
14563,2,17,12,Prospector's Cloak
14564,2,19,14,Prospector's Mitts
14565,2,21,16,Prospector's Woolies
14566,2,25,20,Prospector's Pads
14567,2,23,18,Bristlebark Belt
14568,2,23,18,Bristlebark Boots
14569,2,22,17,Bristlebark Bindings
14570,2,28,23,Bristlebark Blouse
14571,2,21,16,Bristlebark Cape
14572,2,24,19,Bristlebark Gloves
14573,2,27,22,Bristlebark Amice
14574,2,26,21,Bristlebark Britches
14576,3,45,40,Ebon Hilt of Marduk
14577,3,45,40,Skullsmoke Pants
14578,2,29,24,Dokebi Cord
14579,2,31,26,Dokebi Boots
14580,2,27,22,Dokebi Bracers
14581,2,33,28,Dokebi Chestguard
14582,2,28,23,Dokebi Cape
14583,2,32,27,Dokebi Gloves
14584,2,35,30,Dokebi Hat
14585,2,32,27,Dokebi Leggings
14586,0,1,1,"Monster - Mace2H, Fist of Omokk"
14587,2,32,27,Dokebi Mantle
14588,2,36,31,Hawkeye's Cord
14589,2,37,32,Hawkeye's Shoes
14590,2,35,30,Hawkeye's Bracers
14591,2,40,35,Hawkeye's Helm
14592,2,40,35,Hawkeye's Tunic
14593,2,35,30,Hawkeye's Cloak
14594,2,37,32,Hawkeye's Gloves
14595,2,38,33,Hawkeye's Breeches
14596,2,38,33,Hawkeye's Epaulets
14598,2,40,35,Warden's Waistband
14599,2,42,37,Warden's Footpads
14600,2,40,35,Warden's Wristbands
14601,2,44,39,Warden's Wraps
14602,2,39,34,Warden's Cloak
14603,2,41,36,Warden's Mantle
14604,2,45,40,Warden's Wizard Hat
14605,2,43,38,Warden's Woolies
14606,2,41,36,Warden's Gloves
14607,2,37,32,Hawkeye's Buckler
14608,2,31,26,Dokebi Buckler
14610,1,1,0,Araj's Scarab
14611,3,45,40,Bloodmail Hauberk
14612,3,45,40,Bloodmail Legguards
14613,1,1,0,Taelan's Hammer
14614,3,45,40,Bloodmail Belt
14615,3,45,40,Bloodmail Gauntlets
14616,3,45,40,Bloodmail Boots
14617,1,1,0,Sawbones Shirt
14619,1,1,0,Skeletal Fragments
14620,3,45,40,Deathbone Girdle
14621,3,45,40,Deathbone Sabatons
14622,3,45,40,Deathbone Gauntlets
14623,3,45,40,Deathbone Legguards
14624,3,45,40,Deathbone Chestplate
14625,1,1,0,Symbol of Lost Honor
14626,3,45,40,Necropile Robe
14627,1,27,0,Pattern: Bright Yellow Shirt
14628,1,1,0,Imbued Skeletal Fragments
14629,3,45,40,Necropile Cuffs
14630,1,33,0,Pattern: Enchanter's Cowl
14631,3,45,40,Necropile Boots
14632,3,45,40,Necropile Leggings
14633,3,45,40,Necropile Mantle
14634,2,40,0,Recipe: Frost Oil
14635,1,37,0,Pattern: Gem-Studded Leather Belt
14636,3,45,40,Cadaverous Belt
14637,3,45,40,Cadaverous Armor
14638,3,45,40,Cadaverous Leggings
14639,1,28,0,Schematic: Minor Recombobulator
14640,3,45,40,Cadaverous Gloves
14641,3,45,40,Cadaverous Walkers
14644,1,1,0,Skeleton Key Mold
14645,1,1,0,Unfinished Skeleton Key
14646,1,1,0,Goldshire Gift Voucher
14647,1,1,0,Kharanos Gift Voucher
14648,1,1,0,Dolanaar Gift Voucher
14649,1,1,0,Razor Hill Gift Voucher
14650,1,1,0,Bloodhoof Village Gift Voucher
14651,1,1,0,Brill Gift Voucher
14652,2,45,40,Scorpashi Sash
14653,2,46,41,Scorpashi Slippers
14654,2,44,39,Scorpashi Wristbands
14655,2,49,44,Scorpashi Breastplate
14656,2,44,39,Scorpashi Cape
14657,2,46,41,Scorpashi Gloves
14658,2,49,44,Scorpashi Skullcap
14659,2,47,42,Scorpashi Leggings
14660,2,47,42,Scorpashi Shoulder Pads
14661,2,49,44,Keeper's Cord
14662,2,51,46,Keeper's Hooves
14663,2,48,43,Keeper's Bindings
14664,2,54,49,Keeper's Armor
14665,2,48,43,Keeper's Cloak
14666,2,51,46,Keeper's Gloves
14667,2,53,48,Keeper's Wreath
14668,2,52,47,Keeper's Woolies
14669,2,51,46,Keeper's Mantle
14670,2,59,54,Pridelord Armor
14671,2,56,51,Pridelord Boots
14672,2,53,48,Pridelord Bands
14673,2,52,47,Pridelord Cape
14674,2,55,50,Pridelord Girdle
14675,2,56,51,Pridelord Gloves
14676,2,58,53,Pridelord Halo
14677,2,58,53,Pridelord Pants
14678,2,57,52,Pridelord Pauldrons
14679,1,1,0,Of Love and Family
14680,2,64,59,Indomitable Vest
14681,2,62,57,Indomitable Boots
14682,2,59,54,Indomitable Armguards
14683,2,59,54,Indomitable Cloak
14684,2,60,55,Indomitable Belt
14685,2,62,57,Indomitable Gauntlets
14686,2,63,58,Indomitable Headdress
14687,2,62,57,Indomitable Leggings
14688,2,61,56,Indomitable Epaulets
14722,2,17,12,War Paint Anklewraps
14723,2,17,12,War Paint Bindings
14724,2,16,11,War Paint Cloak
14725,2,17,12,War Paint Waistband
14726,2,18,13,War Paint Gloves
14727,2,19,14,War Paint Legguards
14728,1,22,17,War Paint Shoulder Pads
14729,2,20,15,War Paint Shield
14730,2,23,18,War Paint Chestpiece
14742,2,24,19,Hulking Boots
14743,2,22,17,Hulking Bands
14744,2,28,23,Hulking Chestguard
14745,2,20,15,Hulking Cloak
14746,2,22,17,Hulking Belt
14747,2,23,18,Hulking Gauntlets
14748,2,25,20,Hulking Leggings
14749,2,26,21,Hulking Spaulders
14750,2,28,23,Slayer's Cuffs
14751,2,33,28,Slayer's Surcoat
14752,2,27,22,Slayer's Cape
14753,2,33,28,Slayer's Skullcap
14754,2,29,24,Slayer's Gloves
14755,2,28,23,Slayer's Sash
14756,2,29,24,Slayer's Slippers
14757,2,32,27,Slayer's Pants
14758,2,31,26,Slayer's Shoulderguards
14759,2,34,29,Enduring Bracers
14760,2,39,34,Enduring Breastplate
14761,2,34,29,Enduring Belt
14762,2,37,32,Enduring Boots
14763,2,32,27,Enduring Cape
14764,2,35,30,Enduring Gauntlets
14765,2,38,33,Enduring Circlet
14766,2,37,32,Enduring Breeches
14767,2,38,33,Enduring Pauldrons
14768,2,44,39,Ravager's Armor
14769,2,42,37,Ravager's Sandals
14770,2,40,35,Ravager's Armguards
14771,2,39,34,Ravager's Cloak
14772,2,40,35,Ravager's Handwraps
14773,2,39,34,Ravager's Cord
14774,2,43,38,Ravager's Crown
14775,2,43,38,Ravager's Woolies
14776,2,43,38,Ravager's Mantle
14777,2,44,39,Ravager's Shield
14778,2,45,40,Khan's Bindings
14779,2,49,44,Khan's Chestpiece
14780,2,49,44,Khan's Buckler
14781,2,44,39,Khan's Cloak
14782,2,45,40,Khan's Gloves
14783,2,46,41,Khan's Belt
14784,2,46,41,Khan's Greaves
14785,2,48,43,Khan's Helmet
14786,2,47,42,Khan's Legguards
14787,2,47,42,Khan's Mantle
14788,2,49,44,Protector Armguards
14789,2,54,49,Protector Breastplate
14790,2,54,49,Protector Buckler
14791,2,48,43,Protector Cape
14792,2,50,45,Protector Gauntlets
14793,2,50,45,Protector Waistband
14794,2,50,45,Protector Ankleguards
14795,2,53,48,Protector Helm
14796,2,53,48,Protector Legguards
14797,2,51,46,Protector Pads
14798,2,59,54,Bloodlust Breastplate
14799,2,58,53,Bloodlust Boots
14800,2,59,54,Bloodlust Buckler
14801,2,52,47,Bloodlust Cape
14802,2,55,50,Bloodlust Gauntlets
14803,2,55,50,Bloodlust Belt
14804,2,58,53,Bloodlust Helm
14805,2,57,52,Bloodlust Britches
14806,2,57,52,Bloodlust Epaulets
14807,2,53,48,Bloodlust Bracelets
14808,2,59,54,Warstrike Belt
14809,2,62,57,Warstrike Sabatons
14810,2,59,54,Warstrike Armsplints
14811,2,64,59,Warstrike Chestguard
14812,2,64,59,Warstrike Buckler
14813,2,57,52,Warstrike Cape
14814,2,63,58,Warstrike Helmet
14815,2,62,57,Warstrike Gauntlets
14816,2,62,57,Warstrike Legguards
14817,2,62,57,Warstrike Shoulder Pads
14821,2,43,40,Symbolic Breastplate
14825,2,43,38,Symbolic Crest
14826,2,41,40,Symbolic Gauntlets
14827,2,41,40,Symbolic Belt
14828,2,42,40,Symbolic Greaves
14829,2,42,40,Symbolic Legplates
14830,2,42,40,Symbolic Pauldrons
14831,2,43,40,Symbolic Crown
14832,2,41,40,Symbolic Vambraces
14833,2,44,40,Tyrant's Gauntlets
14834,2,43,40,Tyrant's Armguards
14835,2,48,43,Tyrant's Chestpiece
14838,2,43,40,Tyrant's Belt
14839,2,44,40,Tyrant's Greaves
14840,2,47,42,Tyrant's Legplates
14841,2,44,40,Tyrant's Epaulets
14842,2,48,43,Tyrant's Shield
14843,2,46,41,Tyrant's Helm
14844,2,54,49,Sunscale Chestguard
14846,2,50,45,Sunscale Gauntlets
14847,2,49,44,Sunscale Belt
14848,2,50,45,Sunscale Sabatons
14849,2,53,48,Sunscale Helmet
14850,2,52,47,Sunscale Legplates
14851,2,51,46,Sunscale Spaulders
14852,2,54,49,Sunscale Shield
14853,2,48,43,Sunscale Wristguards
14854,2,59,54,Vanguard Breastplate
14855,2,55,50,Vanguard Gauntlets
14856,2,54,49,Vanguard Girdle
14857,2,54,49,Vanguard Sabatons
14858,2,58,53,Vanguard Headdress
14859,2,57,52,Vanguard Legplates
14860,2,56,51,Vanguard Pauldrons
14861,2,52,47,Vanguard Vambraces
14862,2,63,58,Warleader's Breastplate
14863,2,60,55,Warleader's Gauntlets
14864,2,59,54,Warleader's Belt
14865,2,60,55,Warleader's Greaves
14866,2,62,57,Warleader's Crown
14867,2,62,57,Warleader's Leggings
14868,2,61,56,Warleader's Shoulders
14869,2,58,53,Warleader's Bracers
14872,1,1,0,Tirion's Gift
14891,1,5,1,Test Glaive I
14894,1,51,0,Lily Root
14895,2,41,40,Saltstone Surcoat
14896,2,40,40,Saltstone Sabatons
14897,2,40,40,Saltstone Gauntlets
14898,2,40,40,Saltstone Girdle
14899,2,41,40,Saltstone Helm
14900,2,40,40,Saltstone Legplates
14901,2,41,40,Saltstone Shoulder Pads
14902,2,41,36,Saltstone Shield
14903,2,40,40,Saltstone Armsplints
14904,2,50,45,Brutish Breastplate
14905,2,45,40,Brutish Gauntlets
14906,2,44,40,Brutish Belt
14907,2,48,43,Brutish Helmet
14908,2,48,43,Brutish Legguards
14909,2,45,40,Brutish Shoulders
14910,2,44,40,Brutish Armguards
14911,2,46,41,Brutish Boots
14912,2,50,45,Brutish Shield
14913,2,49,44,Jade Greaves
14914,2,46,41,Jade Bracers
14915,2,53,48,Jade Breastplate
14916,2,53,48,Jade Deflector
14917,2,48,43,Jade Gauntlets
14918,2,47,42,Jade Belt
14919,2,52,47,Jade Circlet
14920,2,51,46,Jade Legplates
14921,2,49,44,Jade Epaulets
14922,2,53,48,Lofty Sabatons
14923,2,50,45,Lofty Armguards
14924,2,57,52,Lofty Breastplate
14925,2,57,52,Lofty Helm
14926,2,53,48,Lofty Gauntlets
14927,2,52,47,Lofty Belt
14928,2,55,50,Lofty Legguards
14929,2,54,49,Lofty Shoulder Pads
14930,2,57,52,Lofty Shield
14931,2,62,57,Heroic Armor
14932,2,58,53,Heroic Greaves
14933,2,58,53,Heroic Gauntlets
14934,2,57,52,Heroic Girdle
14935,2,60,55,Heroic Skullcap
14936,2,61,56,Heroic Legplates
14937,2,59,54,Heroic Pauldrons
14938,2,56,51,Heroic Bracers
14939,2,46,41,Warbringer's Chestguard
14940,2,43,40,Warbringer's Sabatons 
14941,2,42,40,Warbringer's Armsplints
14942,2,42,40,Warbringer's Gauntlets
14943,2,42,40,Warbringer's Belt
14944,2,45,40,Warbringer's Crown
14945,2,45,40,Warbringer's Legguards
14946,2,43,40,Warbringer's Spaulders
14947,2,46,41,Warbringer's Shield
14948,2,51,46,Bloodforged Chestpiece
14949,2,47,42,Bloodforged Gauntlets
14950,2,46,41,Bloodforged Belt
14951,2,47,42,Bloodforged Sabatons
14952,2,50,45,Bloodforged Helmet
14953,2,49,44,Bloodforged Legplates
14954,2,51,46,Bloodforged Shield
14955,2,47,42,Bloodforged Shoulder Pads
14956,2,45,40,Bloodforged Bindings
14957,2,51,46,High Chief's Sabatons
14958,2,56,51,High Chief's Armor
14959,2,52,47,High Chief's Gauntlets
14960,2,51,46,High Chief's Belt
14961,2,55,50,High Chief's Crown
14962,2,54,49,High Chief's Legguards
14963,2,53,48,High Chief's Pauldrons
14964,2,56,51,High Chief's Shield
14965,2,49,44,High Chief's Bindings
14966,2,61,56,Glorious Breastplate
14967,2,56,51,Glorious Gauntlets
14968,2,55,50,Glorious Belt
14969,2,59,54,Glorious Headdress
14970,2,58,53,Glorious Legplates
14971,2,57,52,Glorious Shoulder Pads
14972,2,56,51,Glorious Sabatons
14973,2,60,55,Glorious Shield
14974,2,55,50,Glorious Bindings
14975,2,65,60,Exalted Harness
14976,2,61,56,Exalted Gauntlets
14977,2,60,55,Exalted Girdle
14978,2,63,58,Exalted Sabatons
14979,2,64,59,Exalted Helmet
14980,2,63,58,Exalted Legplates
14981,2,62,57,Exalted Epaulets
14982,2,65,60,Exalted Shield
14983,2,59,54,Exalted Armsplints
15002,1,1,0,Nimboya's Pike
15003,1,8,3,Primal Belt
15004,1,9,4,Primal Boots
15005,1,9,4,Primal Bands
15006,1,9,4,Primal Buckler
15007,1,8,3,Primal Cape
15008,1,10,5,Primal Mitts
15009,2,11,6,Primal Leggings
15010,2,11,6,Primal Wraps
15011,2,15,10,Lupine Cord
15012,2,16,11,Lupine Slippers
15013,1,14,9,Lupine Cuffs
15014,2,17,12,Lupine Buckler
15015,1,13,8,Lupine Cloak
15016,2,16,11,Lupine Handwraps
15017,2,19,14,Lupine Leggings
15018,2,20,15,Lupine Vest
15019,1,21,16,Lupine Mantle
15042,1,1,0,Empty Termite Jar
15043,1,1,0,Plagueland Termites
15044,1,1,0,Barrel of Plagueland Termites
15045,3,52,47,Green Dragonscale Breastplate
15046,3,54,49,Green Dragonscale Leggings
15047,3,61,56,Red Dragonscale Breastplate
15048,3,57,52,Blue Dragonscale Breastplate
15049,3,59,54,Blue Dragonscale Shoulders
15050,3,58,53,Black Dragonscale Breastplate
15051,3,60,55,Black Dragonscale Shoulders
15052,3,60,55,Black Dragonscale Leggings
15053,2,57,52,Volcanic Breastplate
15055,2,61,56,Volcanic Shoulders
15056,3,57,52,Stormshroud Armor
15057,3,55,50,Stormshroud Pants
15058,3,59,54,Stormshroud Shoulders
15059,3,60,55,Living Breastplate
15060,3,57,52,Living Leggings
15061,3,54,49,Living Shoulders
15062,3,60,55,Devilsaur Leggings
15063,3,58,53,Devilsaur Gauntlets
15064,3,55,50,Warbear Harness
15065,3,57,52,Warbear Woolies
15066,3,58,53,Ironfeather Breastplate
15067,3,54,49,Ironfeather Shoulders
15073,2,55,50,Chimeric Boots
15076,2,53,48,Heavy Scorpid Vest
15077,2,51,46,Heavy Scorpid Bracers
15078,2,55,50,Heavy Scorpid Gauntlets
15079,2,57,52,Heavy Scorpid Leggings
15080,2,59,54,Heavy Scorpid Helm
15081,2,61,56,Heavy Scorpid Shoulders
15082,2,56,51,Heavy Scorpid Belt
15083,2,52,47,Wicked Leather Gauntlets
15084,2,53,48,Wicked Leather Bracers
15085,2,61,56,Wicked Leather Armor
15086,2,56,51,Wicked Leather Headband
15087,2,58,53,Wicked Leather Pants
15088,2,60,55,Wicked Leather Belt
15090,2,62,57,Runic Leather Armor
15091,2,54,49,Runic Leather Gauntlets
15092,2,55,50,Runic Leather Bracers
15093,2,56,51,Runic Leather Belt
15094,2,58,53,Runic Leather Headband
15095,2,60,55,Runic Leather Pants
15096,2,62,57,Runic Leather Shoulders
15102,1,50,0,Un'Goro Tested Sample
15103,1,50,0,Corrupt Tested Sample
15104,3,39,0,Wingborne Boots
15105,2,40,0,Staff of Noh'Orahil
15106,2,40,0,Staff of Dar'Orahil
15107,3,40,0,Orb of Noh'Orahil
15108,3,40,0,Orb of Dar'Orahil
15109,2,25,0,Staff of Soran'ruk
15110,2,20,15,Rigid Belt
15111,2,21,16,Rigid Moccasins
15112,2,20,15,Rigid Bracelets
15113,2,23,18,Rigid Buckler
15114,2,19,14,Rigid Cape
15115,2,22,17,Rigid Gloves
15116,2,26,21,Rigid Shoulders
15117,2,24,19,Rigid Leggings
15118,2,26,21,Rigid Tunic
15119,2,56,51,Highborne Pants
15120,2,26,21,Robust Girdle
15121,2,28,23,Robust Boots
15122,2,25,20,Robust Bracers
15123,2,28,23,Robust Buckler
15124,2,25,20,Robust Cloak
15125,2,29,24,Robust Gloves
15126,2,29,24,Robust Leggings
15127,2,30,25,Robust Shoulders
15128,2,31,26,Robust Tunic
15129,2,31,26,Robust Helm
15130,2,34,29,Cutthroat's Vest
15131,2,32,27,Cutthroat's Boots
15132,2,29,24,Cutthroat's Armguards
15133,2,33,28,Cutthroat's Buckler
15134,2,37,32,Cutthroat's Hat
15135,2,30,25,Cutthroat's Cape
15136,2,31,26,Cutthroat's Belt
15137,2,33,28,Cutthroat's Mitts
15138,3,60,55,Onyxia Scale Cloak
15139,2,33,28,Cutthroat's Pants
15140,2,34,29,Cutthroat's Mantle
15141,4,62,57,Onyxia Scale Breastplate
15142,2,35,30,Ghostwalker Boots
15143,2,33,28,Ghostwalker Bindings
15144,2,37,32,Ghostwalker Rags
15145,2,36,31,Ghostwalker Buckler
15146,2,39,34,Ghostwalker Crown
15147,2,33,28,Ghostwalker Cloak
15148,2,34,29,Ghostwalker Belt
15149,2,36,31,Ghostwalker Gloves
15150,2,36,31,Ghostwalker Pads
15151,2,36,31,Ghostwalker Legguards
15152,2,41,36,Nocturnal Shoes
15153,2,37,32,Nocturnal Cloak
15154,2,38,33,Nocturnal Sash
15155,2,39,34,Nocturnal Gloves
15156,2,43,38,Nocturnal Cap
15157,2,41,36,Nocturnal Leggings
15158,2,40,35,Nocturnal Shoulder Pads
15159,2,42,37,Nocturnal Tunic
15160,2,39,34,Nocturnal Wristbands
15161,2,43,38,Imposing Belt
15162,2,45,40,Imposing Boots
15163,2,43,38,Imposing Bracers
15164,2,47,42,Imposing Vest
15165,2,42,37,Imposing Cape
15166,2,45,40,Imposing Gloves
15167,2,48,43,Imposing Bandana
15168,2,45,40,Imposing Pants
15169,2,44,39,Imposing Shoulders
15170,2,52,47,Potent Armor
15171,2,50,45,Potent Boots
15172,2,47,42,Potent Bands
15173,2,46,41,Potent Cape
15174,2,50,45,Potent Gloves
15175,2,51,46,Potent Helmet
15176,2,50,45,Potent Pants
15177,2,49,44,Potent Shoulders
15178,2,47,42,Potent Belt
15179,2,57,52,Praetorian Padded Armor
15180,2,53,48,Praetorian Girdle
15181,2,55,50,Praetorian Boots
15182,2,51,46,Praetorian Wristbands
15183,2,50,45,Praetorian Cloak
15184,2,54,49,Praetorian Gloves
15185,2,57,52,Praetorian Coif
15186,2,55,50,Praetorian Leggings
15187,2,54,49,Praetorian Pauldrons
15188,2,57,52,Grand Armguards
15189,2,60,55,Grand Boots
15190,2,55,50,Grand Cloak
15191,2,57,52,Grand Belt
15192,2,60,55,Grand Gauntlets
15193,2,62,57,Grand Crown
15194,2,61,56,Grand Legguards
15195,2,62,57,Grand Breastplate
15196,1,20,0,Private's Tabard
15197,1,20,0,Scout's Tabard
15198,1,40,0,Knight's Colors
15199,1,40,0,Stone Guard's Herald
15200,3,35,30,Senior Sergeant's Insignia
15202,2,18,0,Wildkeeper Leggings
15203,2,18,0,Guststorm Legguards
15204,2,18,0,Moonstone Wand
15205,2,20,0,Owlsight Rifle
15206,2,20,0,Jadefinger Baton
15207,2,20,0,Steelcap Shield
15208,1,1,0,Cenarion Moondust
15209,1,1,0,Relic Bundle
15210,2,16,11,Raider Shortsword
15211,2,22,17,Militant Shortsword
15212,2,27,22,Fighter Broadsword
15213,2,36,31,Mercenary Blade
15214,2,40,35,Nobles Brand
15215,2,45,40,Furious Falchion
15216,2,51,46,Rune Sword
15217,2,54,49,Widow Blade
15218,2,57,52,Crystal Sword
15219,2,59,54,Dimensional Blade
15220,2,62,57,Battlefell Sabre
15221,2,65,60,Holy War Sword
15222,2,19,14,Barbed Club
15223,2,24,19,Jagged Star
15224,2,25,20,Battlesmasher
15225,2,33,28,Sequoia Hammer
15226,2,37,32,Giant Club
15227,2,49,44,Diamond-Tip Bludgeon
15228,2,53,48,Smashing Star
15229,2,55,50,Blesswind Hammer
15230,2,25,20,Ridge Cleaver
15231,2,31,26,Splitting Hatchet
15232,2,33,28,Hacking Cleaver
15233,2,39,34,Savage Axe
15234,2,40,35,Greater Scythe
15235,2,48,43,Crescent Edge
15236,2,52,47,Moon Cleaver
15237,2,55,50,Corpse Harvester
15238,2,58,53,Warlord's Axe
15239,2,61,56,Felstone Reaver
15240,2,64,59,Demon's Claw
15241,2,26,21,Battle Knife
15242,2,30,25,Honed Stiletto
15243,2,36,31,Deadly Kris
15244,2,42,37,Razor Blade
15245,2,50,45,Vorpal Dagger
15246,2,62,57,Demon Blade
15247,2,64,59,Bloodstrike Dagger
15248,2,20,15,Gleaming Claymore
15249,2,26,21,Polished Zweihander
15250,2,32,27,Glimmering Flamberge
15251,2,43,38,Headstriker Sword
15252,2,49,44,Tusker Sword
15253,2,52,47,Beheading Blade
15254,2,54,49,Dark Espadon
15255,2,57,52,Gallant Flamberge
15256,2,59,54,Massacre Sword
15257,2,62,57,Shin Blade
15258,2,65,60,Divine Warblade
15259,2,25,20,Hefty Battlehammer
15260,2,38,33,Stone Hammer
15261,2,40,35,Sequoia Branch
15262,2,46,41,Greater Maul
15263,2,50,45,Royal Mallet
15264,2,56,51,Backbreaker
15265,2,58,53,Painbringer
15266,2,61,56,Fierce Mauler
15267,2,63,58,Brutehammer
15268,2,16,11,Twin-Bladed Axe
15269,2,24,19,Massive Battle Axe
15270,2,46,41,Gigantic War Axe
15271,2,56,51,Colossal Great Axe
15272,2,59,54,Razor Axe
15273,2,63,58,Death Striker
15274,2,52,47,Diviner Long Staff
15275,2,54,49,Thaumaturgist Staff
15276,2,58,53,Magus Long Staff
15277,3,20,20,Gray Kodo
15278,2,60,55,Solstice Staff
15279,2,51,46,Ivory Wand
15280,2,53,48,Wizard's Hand
15281,2,57,52,Glowstar Rod
